id,Student_id,Stream,Course_year,Campus
,74076239,ING1,2015/2016,PAU
,11440717,CPI2-CERGY,2015/2016,CERGY
,11440717,CPI2,2015/2016,CERGY
,50526781,MIAGE-IF (BI),2015/2016,CERGY
,50526781,ING3,2015/2016,CERGY
,50526781,ING3,2015/2016,CERGY
,71315517,ING1,2015/2016,CERGY
,71315517,ING2,2015/2016,CERGY
,71315517,ING2,2015/2016,CERGY
,67788860,ING1,2015/2016,CERGY
,67788860,ING1,2015/2016,CERGY
,84350137,ING1,2015/2016,CERGY
,84350137,ING1,2015/2016,CERGY
,85971351,ING2,2015/2016,CERGY
,85971351,ING2,2015/2016,CERGY
,87692000,CPI2-CERGY,2015/2016,CERGY
,87692000,CPI2,2015/2016,CERGY
,73464195,CPI2-CERGY,2015/2016,CERGY
,73464195,CPI2,2015/2016,CERGY
,69166114,PRG-FLE,2015/2016,CERGY
,69166114,PMI,2015/2016,CERGY
,62981665,ING2,2015/2016,CERGY
,62981665,ING2,2015/2016,CERGY
,82568517,ADEO2,2015/2016,CERGY
,56206017,ING1,2015/2016,CERGY
,56206017,ING1,2015/2016,CERGY
,97588716,INDE,2015/2016,CERGY
,97588716,ING3,2015/2016,CERGY
,36086736,ING3,2015/2016,CERGY
,36086736,ING3,2015/2016,CERGY
,75774655,IERP,2015/2016,PAU
,75774655,ING3,2015/2016,PAU
,26496317,ING3,2015/2016,CERGY
,26496317,IFI,2015/2016,CERGY
,2827305,ING3,2015/2016,CERGY
,2827305,ING3,2015/2016,CERGY
,90397449,PRG-FLE,2015/2016,CERGY
,90397449,QFRM2,2015/2016,CERGY
,56431399,ING3,2015/2016,CERGY
,56431399,ING3,2015/2016,CERGY
,58526894,ING1,2015/2016,CERGY
,58526894,ING1,2015/2016,CERGY
,33474073,ING1,2015/2016,CERGY
,33474073,ING2,2015/2016,CERGY
,33474073,ING2,2015/2016,CERGY
,83449509,PRG-FLE,2015/2016,CERGY
,83449509,QFRM2,2015/2016,CERGY
,15904675,UCPMF2,2015/2016,CERGY
,15904675,ING3,2015/2016,CERGY
,15904675,IFI,2015/2016,CERGY
,95152447,ING3,2015/2016,CERGY
,95152447,ING3,2015/2016,CERGY
,12728499,INDE,2015/2016,CERGY
,12728499,ING3,2015/2016,CERGY
,809644,CPI2-CERGY,2015/2016,CERGY
,809644,CPI2,2015/2016,CERGY
,43121944,ING3,2015/2016,CERGY
,43121944,ING3,2015/2016,CERGY
,32436668,ING1,2015/2016,CERGY
,32436668,ING1,2015/2016,CERGY
,81416781,ING1,2015/2016,CERGY
,81416781,ING2,2015/2016,CERGY
,81416781,ING2,2015/2016,CERGY
,28906550,ING3,2015/2016,CERGY
,28906550,ING3,2015/2016,CERGY
,87290030,CPI2-CERGY,2015/2016,CERGY
,87290030,CPI2,2015/2016,CERGY
,4887492,ING1,2015/2016,CERGY
,4887492,ING1,2015/2016,CERGY
,47408217,ING4,2015/2016,CERGY
,71665698,INDE,2015/2016,CERGY
,71665698,ING3,2015/2016,CERGY
,67067921,ING4,2015/2016,PAU
,86094623,ING3,2015/2016,CERGY
,86094623,ING3,2015/2016,CERGY
,98825972,INDE,2015/2016,CERGY
,98825972,ING3,2015/2016,CERGY
,47581497,ING3,2015/2016,CERGY
,47581497,ING3,2015/2016,CERGY
,89113106,INDE,2015/2016,CERGY
,89113106,ING3,2015/2016,CERGY
,19348149,INDE,2015/2016,CERGY
,19348149,ING3,2015/2016,CERGY
,40949200,INDE,2015/2016,CERGY
,40949200,ING3,2015/2016,CERGY
,34643040,INDE,2015/2016,CERGY
,34643040,ING3,2015/2016,CERGY
,75084976,INDE,2015/2016,CERGY
,75084976,ING3,2015/2016,CERGY
,78118194,INDE,2015/2016,CERGY
,78118194,ING3,2015/2016,CERGY
,11329261,INDE,2015/2016,CERGY
,11329261,ING3,2015/2016,CERGY
,56504772,ING3,2015/2016,CERGY
,56504772,ING3,2015/2016,CERGY
,57201098,ING3,2015/2016,CERGY
,57201098,ING3,2015/2016,CERGY
,60841049,ING4,2015/2016,CERGY
,11514324,INDE,2015/2016,CERGY
,11514324,ING3,2015/2016,CERGY
,35315678,PRG-FLE,2015/2016,CERGY
,50878696,ING3,2015/2016,CERGY
,50878696,ING3,2015/2016,CERGY
,1962099,ING3,2015/2016,CERGY
,1962099,ING3,2015/2016,CERGY
,5407324,ING3,2015/2016,CERGY
,5407324,ING3,2015/2016,CERGY
,43917072,ING3,2015/2016,CERGY
,43917072,ING3,2015/2016,CERGY
,21665267,ING4,2015/2016,CERGY
,66009744,ING1,2015/2016,PAU
,66009744,ING1,2015/2016,PAU
,59354400,ING1,2015/2016,CERGY
,59354400,ING2,2015/2016,CERGY
,59354400,ING2,2015/2016,CERGY
,14581390,ING4,2015/2016,CERGY
,54486359,ING1,2015/2016,CERGY
,54486359,ING2,2015/2016,CERGY
,54486359,ING2,2015/2016,CERGY
,87948563,ING1,2015/2016,CERGY
,87948563,ING1,2015/2016,CERGY
,87948563,L3-INFO,2015/2016,CERGY
,99608187,ING4,2015/2016,CERGY
,54807474,ING3,2015/2016,CERGY
,54807474,ING3,2015/2016,CERGY
,42803788,ING1,2015/2016,CERGY
,42803788,ING1,2015/2016,CERGY
,42803788,L3-INFO,2015/2016,CERGY
,10636324,ING3,2015/2016,CERGY
,10636324,VISUAL,2015/2016,CERGY
,10951704,CPI2-CERGY,2015/2016,CERGY
,10951704,CPI2,2015/2016,CERGY
,99390168,ING4,2015/2016,CERGY
,26291234,ING1,2015/2016,CERGY
,26291234,ING2,2015/2016,CERGY
,26291234,ING2,2015/2016,CERGY
,14867719,ING3,2015/2016,CERGY
,14867719,ING3,2015/2016,CERGY
,35081581,ING4,2015/2016,CERGY
,35081581,ING3,2015/2016,CERGY
,39847452,ING3,2015/2016,CERGY
,39847452,ING3,2015/2016,CERGY
,90626918,ING3,2015/2016,CERGY
,90626918,ING3,2015/2016,CERGY
,89190858,MASEF,2015/2016,CERGY
,89190858,ING3,2015/2016,CERGY
,89190858,IFI,2015/2016,CERGY
,17024799,ICC,2015/2016,PAU
,17024799,ING3,2015/2016,PAU
,29910444,ING3,2015/2016,CERGY
,29910444,ING3,2015/2016,CERGY
,83134661,ING1,2015/2016,CERGY
,83134661,ING1,2015/2016,CERGY
,46134052,MOBM1,2015/2016,CERGY
,46134052,ING1,2015/2016,CERGY
,46134052,ING2,2015/2016,CERGY
,46134052,ING2,2015/2016,CERGY
,92881612,PRG-FLE,2015/2016,CERGY
,92881612,ADEO1,2015/2016,CERGY
,3170583,ING1,2015/2016,PAU
,3170583,ING2,2015/2016,PAU
,3170583,ING2,2015/2016,PAU
,87662995,ICC,2015/2016,PAU
,87662995,ING3,2015/2016,PAU
,57614849,ING1,2015/2016,CERGY
,57614849,ING2,2015/2016,CERGY
,57614849,ING2,2015/2016,CERGY
,64049043,ING3,2015/2016,CERGY
,64049043,SECINF,2015/2016,CERGY
,79779623,PRG-FLE,2015/2016,CERGY
,79779623,PMI,2015/2016,CERGY
,31152051,ING2,2015/2016,CERGY
,31152051,ING2,2015/2016,CERGY
,31204113,ING1,2015/2016,CERGY
,31204113,ING2,2015/2016,CERGY
,31204113,ING2,2015/2016,CERGY
,24495679,ING3,2015/2016,CERGY
,24495679,ING3,2015/2016,CERGY
,99440024,MMD-MA-MME,2015/2016,CERGY
,99440024,MMD-MA,2015/2016,CERGY
,99440024,ING3,2015/2016,CERGY
,99440024,ING2,2015/2016,CERGY
,52983185,IERP,2015/2016,PAU
,52983185,ING3,2015/2016,PAU
,21515405,ING3,2015/2016,CERGY
,21515405,ING3,2015/2016,CERGY
,95169505,CPI2-CERGY,2015/2016,CERGY
,95169505,CPI2,2015/2016,CERGY
,55832201,ING1,2015/2016,CERGY
,55832201,ING2,2015/2016,CERGY
,55832201,ING2,2015/2016,CERGY
,16619783,IERP,2015/2016,PAU
,16619783,ING3,2015/2016,PAU
,8415940,MASEF,2015/2016,CERGY
,8415940,ING3,2015/2016,CERGY
,8415940,IFI,2015/2016,CERGY
,92654883,ING4,2015/2016,CERGY
,1320624,ING4,2015/2016,CERGY
,78850165,ING3,2015/2016,CERGY
,78850165,ING3,2015/2016,CERGY
,84456304,ING3,2015/2016,CERGY
,84456304,ING3,2015/2016,CERGY
,13424772,ING3,2015/2016,CERGY
,13424772,ING3,2015/2016,CERGY
,95315867,ING4,2015/2016,CERGY
,23256781,ICC,2015/2016,PAU
,23256781,ING3,2015/2016,PAU
,92686875,ING4,2015/2016,CERGY
,25880287,UCPMF2,2015/2016,CERGY
,25880287,ING3,2015/2016,CERGY
,25880287,IFI,2015/2016,CERGY
,59601105,INDE,2015/2016,CERGY
,59601105,ING3,2015/2016,CERGY
,51672282,ACTUARIAT,2015/2016,CERGY
,51672282,ING3,2015/2016,CERGY
,51672282,IFI,2015/2016,CERGY
,69387135,ING1,2015/2016,CERGY
,69387135,ING1,2015/2016,CERGY
,58661977,INGMAN2,2015/2016,CERGY
,64836969,IO-DECISION,2015/2016,CERGY
,64836969,ING2,2015/2016,CERGY
,64836969,ING2,2015/2016,CERGY
,6069639,ING1,2015/2016,CERGY
,6069639,ING1,2015/2016,CERGY
,52273822,CPI1-CERGY,2015/2016,CERGY
,52273822,CPI1,2015/2016,CERGY
,28320271,ING1,2015/2016,CERGY
,28320271,ING2,2015/2016,CERGY
,28320271,ING2,2015/2016,CERGY
,8133073,ING2,2015/2016,CERGY
,8133073,ING2,2015/2016,CERGY
,38315967,ING3,2015/2016,CERGY
,38315967,ING2,2015/2016,CERGY
,11766416,ING1,2015/2016,CERGY
,11766416,ING2,2015/2016,CERGY
,11766416,ING2,2015/2016,CERGY
,53741800,ING1,2015/2016,CERGY
,53741800,ING1,2015/2016,CERGY
,88529774,ING1,2015/2016,CERGY
,88529774,ING2,2015/2016,CERGY
,88529774,ING2,2015/2016,CERGY
,12131408,ING1,2015/2016,CERGY
,12131408,ING2,2015/2016,CERGY
,12131408,ING2,2015/2016,CERGY
,60100474,ING1,2015/2016,CERGY
,60100474,ING2,2015/2016,CERGY
,60100474,ING2,2015/2016,CERGY
,12508031,ING1,2015/2016,CERGY
,12508031,ING2,2015/2016,CERGY
,12508031,ING2,2015/2016,CERGY
,20875214,CPI1-CERGY,2015/2016,CERGY
,20875214,CPI1,2015/2016,CERGY
,38223927,CPI1-CERGY,2015/2016,CERGY
,38223927,CPI1,2015/2016,CERGY
,88871674,CPI1-CERGY,2015/2016,CERGY
,88871674,CPI1,2015/2016,CERGY
,16598628,ING1,2015/2016,CERGY
,16598628,ING1,2015/2016,CERGY
,14511589,ING3,2015/2016,CERGY
,14511589,ING2,2015/2016,CERGY
,14511589,ING2,2015/2016,CERGY
,79946508,ING1,2015/2016,CERGY
,79946508,ING2,2015/2016,CERGY
,79946508,ING2,2015/2016,CERGY
,96103905,ING3,2015/2016,CERGY
,96103905,ING3,2015/2016,CERGY
,99009865,ING1,2015/2016,PAU
,99009865,ING1,2015/2016,PAU
,23044498,ING1,2015/2016,CERGY
,23044498,ING1,2015/2016,CERGY
,55143477,ICC,2015/2016,PAU
,55143477,ING3,2015/2016,PAU
,75190444,CPI1-CERGY,2015/2016,CERGY
,75190444,CPI1,2015/2016,CERGY
,62422926,ING4,2015/2016,PAU
,27752620,CPI2-CERGY,2015/2016,CERGY
,27752620,CPI2,2015/2016,CERGY
,93170101,ING3,2015/2016,CERGY
,93170101,VISUAL,2015/2016,CERGY
,93260957,PRG-FLE,2015/2016,CERGY
,93260957,PMI,2015/2016,CERGY
,93260957,ING1,2015/2016,CERGY
,93260957,ING2,2015/2016,CERGY
,93260957,ING2,2015/2016,CERGY
,31710303,ING1,2015/2016,CERGY
,31710303,ING1,2015/2016,CERGY
,63798832,ING1,2015/2016,CERGY
,63798832,ING1,2015/2016,CERGY
,51279704,UCPMF2,2015/2016,CERGY
,51279704,ING3,2015/2016,CERGY
,51279704,IFI,2015/2016,CERGY
,57598249,M104F,2015/2016,CERGY
,57598249,ING3,2015/2016,CERGY
,57598249,IFI,2015/2016,CERGY
,12955701,ING1,2015/2016,CERGY
,12955701,ING1,2015/2016,CERGY
,34288143,ING1,2015/2016,PAU
,34288143,ING1,2015/2016,PAU
,65686613,CPI2-PAU,2015/2016,PAU
,65686613,CPI2,2015/2016,PAU
,5550859,ING4,2015/2016,CERGY
,72719162,ING4,2015/2016,CERGY
,80443408,ING4,2015/2016,CERGY
,43465104,ING4,2015/2016,CERGY
,76126607,ING4,2015/2016,PAU
,42088566,ING3,2015/2016,CERGY
,42088566,ING3,2015/2016,CERGY
,74208114,ISF,2015/2016,CERGY
,74208114,ING3,2015/2016,CERGY
,74208114,IFI,2015/2016,CERGY
,656929,MIAGE-IF (BI),2015/2016,CERGY
,656929,ING3,2015/2016,CERGY
,656929,ING3,2015/2016,CERGY
,74058201,ING1,2015/2016,CERGY
,74058201,ING1,2015/2016,CERGY
,29928016,CPI1-CERGY,2015/2016,CERGY
,29928016,CPI1,2015/2016,CERGY
,28627838,ING1,2015/2016,PAU
,28627838,ING2,2015/2016,PAU
,28627838,ING2,2015/2016,PAU
,68211591,CPI1-CERGY,2015/2016,CERGY
,68211591,CPI1,2015/2016,CERGY
,33103920,CPI1-CERGY,2015/2016,CERGY
,33103920,CPI1,2015/2016,CERGY
,94417467,ING2,2015/2016,CERGY
,94417467,ING2,2015/2016,CERGY
,35734179,CPI1-CERGY,2015/2016,CERGY
,35734179,CPI1,2015/2016,CERGY
,54225447,INGMAN1,2015/2016,CERGY
,79400015,ING4,2015/2016,CERGY
,60823862,ING1,2015/2016,CERGY
,60823862,ING2,2015/2016,CERGY
,60823862,ING2,2015/2016,CERGY
,80669095,ING3,2015/2016,CERGY
,80669095,ING2,2015/2016,CERGY
,3766655,ING1,2015/2016,CERGY
,3766655,ING2,2015/2016,CERGY
,3766655,ING2,2015/2016,CERGY
,5212805,CPI2-PAU,2015/2016,PAU
,5212805,CPI2,2015/2016,PAU
,44746839,MA-M1,2015/2016,CERGY
,44746839,ING3,2015/2016,CERGY
,44746839,ING2,2015/2016,CERGY
,78105778,CPI2-CERGY,2015/2016,CERGY
,78105778,CPI2,2015/2016,CERGY
,65577396,ING1,2015/2016,CERGY
,65577396,ING2,2015/2016,CERGY
,65577396,ING2,2015/2016,CERGY
,93120120,ING1,2015/2016,CERGY
,93120120,ING2,2015/2016,CERGY
,93120120,ING2,2015/2016,CERGY
,74319827,ING1,2015/2016,CERGY
,74319827,ING2,2015/2016,CERGY
,74319827,ING2,2015/2016,CERGY
,67321785,CPI2-CERGY,2015/2016,CERGY
,67321785,CPI2,2015/2016,CERGY
,84637208,ING3,2015/2016,CERGY
,84637208,ING2,2015/2016,CERGY
,92135560,ING1,2015/2016,CERGY
,92135560,ING2,2015/2016,CERGY
,92135560,ING2,2015/2016,CERGY
,73427010,ING1,2015/2016,CERGY
,73427010,ING1,2015/2016,CERGY
,48402698,MA-M1,2015/2016,CERGY
,48402698,ING3,2015/2016,CERGY
,48402698,ING2,2015/2016,CERGY
,96787679,PRG-FLE,2015/2016,CERGY
,96787679,QFRM1,2015/2016,CERGY
,38400054,ING4,2015/2016,CERGY
,5625235,ING1,2015/2016,CERGY
,5625235,ING2,2015/2016,CERGY
,5625235,ING2,2015/2016,CERGY
,30749065,ING1,2015/2016,CERGY
,30749065,ING2,2015/2016,CERGY
,30749065,ING2,2015/2016,CERGY
,91491463,ING3,2015/2016,CERGY
,91491463,SECINF,2015/2016,CERGY
,32957445,ISF,2015/2016,CERGY
,32957445,ING3,2015/2016,CERGY
,32957445,IFI,2015/2016,CERGY
,30248521,ING1,2015/2016,CERGY
,30248521,ING1,2015/2016,CERGY
,85553282,ING1,2015/2016,PAU
,85553282,ING1,2015/2016,PAU
,15638926,ING1,2015/2016,CERGY
,15638926,ING1,2015/2016,CERGY
,48668017,ING2,2015/2016,CERGY
,48668017,ING2,2015/2016,CERGY
,77443694,ING1,2015/2016,PAU
,77443694,ING2,2015/2016,PAU
,77443694,ING2,2015/2016,PAU
,51537643,ING1,2015/2016,CERGY
,51537643,ING1,2015/2016,CERGY
,24401076,ING3,2015/2016,CERGY
,24401076,ING2,2015/2016,CERGY
,84463400,ING1,2015/2016,CERGY
,84463400,ING1,2015/2016,CERGY
,95785704,ING3,2015/2016,CERGY
,95785704,ING3,2015/2016,CERGY
,34725170,MA-M1,2015/2016,CERGY
,34725170,ING3,2015/2016,CERGY
,34725170,ING2,2015/2016,CERGY
,31223436,ING2,2015/2016,CERGY
,31223436,ING2,2015/2016,CERGY
,76592330,ING2,2015/2016,CERGY
,76592330,ING2,2015/2016,CERGY
,98383582,ING4,2015/2016,CERGY
,31267047,ING2,2015/2016,CERGY
,31267047,ING2,2015/2016,CERGY
,80132860,INDE,2015/2016,CERGY
,80132860,ING3,2015/2016,CERGY
,61487640,MMD-MA-MME,2015/2016,CERGY
,61487640,MMD-MA,2015/2016,CERGY
,61487640,ING3,2015/2016,CERGY
,61487640,ING2,2015/2016,CERGY
,64989783,PRG-FLE,2015/2016,CERGY
,64989783,QFRM1,2015/2016,CERGY
,45013051,MA-M1,2015/2016,CERGY
,45013051,ING3,2015/2016,CERGY
,45013051,ING2,2015/2016,CERGY
,75972389,ING1,2015/2016,CERGY
,75972389,ING1,2015/2016,CERGY
,46929255,ING4,2015/2016,CERGY
,60619165,ING1,2015/2016,CERGY
,60619165,ING2,2015/2016,CERGY
,60619165,ING2,2015/2016,CERGY
,96635283,CPI2-CERGY,2015/2016,CERGY
,96635283,CPI2,2015/2016,CERGY
,95690582,ING3,2015/2016,CERGY
,95690582,ING2,2015/2016,CERGY
,44783049,CPI1-CERGY,2015/2016,CERGY
,44783049,CPI1,2015/2016,CERGY
,96764186,ING1,2015/2016,PAU
,96764186,ING1,2015/2016,PAU
,90749007,CPI2-CERGY,2015/2016,CERGY
,90749007,CPI2,2015/2016,CERGY
,17150879,CPI1-CERGY,2015/2016,CERGY
,17150879,CPI1,2015/2016,CERGY
,61828690,ING1,2015/2016,PAU
,61828690,ING1,2015/2016,PAU
,56433293,ICC,2015/2016,PAU
,56433293,ING3,2015/2016,PAU
,60215516,ING3,2015/2016,CERGY
,60215516,ING3,2015/2016,CERGY
,54380358,ING3,2015/2016,CERGY
,54380358,VISUAL,2015/2016,CERGY
,55122870,INDE,2015/2016,CERGY
,55122870,ING3,2015/2016,CERGY
,26493912,ING4,2015/2016,PAU
,42256668,ING3,2015/2016,CERGY
,42256668,ING3,2015/2016,CERGY
,69701113,HCONV2,2015/2016,CERGY
,69701113,ING3,2015/2016,CERGY
,69701113,ING3,2015/2016,CERGY
,12615667,ING4,2015/2016,CERGY
,48735728,ING1,2015/2016,PAU
,48735728,ING1,2015/2016,PAU
,68740177,ING3,2015/2016,CERGY
,68740177,SECINF,2015/2016,CERGY
,29172699,ING4,2015/2016,CERGY
,79529907,ING4,2015/2016,CERGY
,20706950,CPI2-CERGY,2015/2016,CERGY
,20706950,CPI2,2015/2016,CERGY
,93870217,CPI1-CERGY,2015/2016,CERGY
,93870217,CPI1,2015/2016,CERGY
,38002656,INGMAN2,2015/2016,CERGY
,76171522,CPI1-CERGY,2015/2016,CERGY
,76171522,CPI1,2015/2016,CERGY
,2412530,INGMAN1,2015/2016,CERGY
,64985232,PRG-FLE,2015/2016,CERGY
,64985232,QFRM2,2015/2016,CERGY
,16489114,CPI1-CERGY,2015/2016,CERGY
,16489114,CPI1,2015/2016,CERGY
,4499397,MMD-MA-MME,2015/2016,CERGY
,4499397,MMD-MA,2015/2016,CERGY
,4499397,ING3,2015/2016,CERGY
,4499397,ING2,2015/2016,CERGY
,65560501,CPI2-CERGY,2015/2016,CERGY
,65560501,CPI2,2015/2016,CERGY
,24362160,CPI2-PAU,2015/2016,PAU
,24362160,CPI2,2015/2016,PAU
,26187104,ING1,2015/2016,CERGY
,26187104,ING2,2015/2016,CERGY
,26187104,ING2,2015/2016,CERGY
,1850725,ING1,2015/2016,CERGY
,1850725,ING2,2015/2016,CERGY
,1850725,ING2,2015/2016,CERGY
,29994442,CPI2-CERGY,2015/2016,CERGY
,29994442,CPI2,2015/2016,CERGY
,24811684,ING3,2015/2016,CERGY
,24811684,ING2,2015/2016,CERGY
,97289530,ING1,2015/2016,CERGY
,97289530,ING1,2015/2016,CERGY
,8376095,CPI2-CERGY,2015/2016,CERGY
,8376095,CPI2,2015/2016,CERGY
,49186481,CPI2-CERGY,2015/2016,CERGY
,49186481,CPI2,2015/2016,CERGY
,55727070,CPI2-PAU,2015/2016,PAU
,55727070,CPI2,2015/2016,PAU
,32918293,CPI1-CERGY,2015/2016,CERGY
,32918293,CPI1,2015/2016,CERGY
,85257940,CPI1-CERGY,2015/2016,CERGY
,85257940,CPI1,2015/2016,CERGY
,70504238,CPI2-PAU,2015/2016,PAU
,70504238,CPI2,2015/2016,PAU
,21649343,CPI2-CERGY,2015/2016,CERGY
,21649343,CPI2,2015/2016,CERGY
,15446621,CPI1-CERGY,2015/2016,CERGY
,15446621,CPI1,2015/2016,CERGY
,74167390,CPI2-CERGY,2015/2016,CERGY
,74167390,CPI2,2015/2016,CERGY
,23640894,CPI1-CERGY,2015/2016,CERGY
,23640894,CPI1,2015/2016,CERGY
,76177284,CPI1-CERGY,2015/2016,CERGY
,76177284,CPI1,2015/2016,CERGY
,11230226,ING1,2015/2016,CERGY
,11230226,ING1,2015/2016,CERGY
,63072432,CPI2-PAU,2015/2016,PAU
,63072432,CPI2,2015/2016,PAU
,93849455,ING1,2015/2016,CERGY
,93849455,ING1,2015/2016,CERGY
,48556081,MA-M1,2015/2016,CERGY
,48556081,ING3,2015/2016,CERGY
,48556081,ING2,2015/2016,CERGY
,8482649,CPI1-CERGY,2015/2016,CERGY
,8482649,CPI1,2015/2016,CERGY
,21204244,CPI2-PAU,2015/2016,PAU
,21204244,CPI2,2015/2016,PAU
,59943949,ING1,2015/2016,CERGY
,59943949,ING2,2015/2016,CERGY
,59943949,ING2,2015/2016,CERGY
,38159297,ING1,2015/2016,CERGY
,38159297,ING2,2015/2016,CERGY
,38159297,ING2,2015/2016,CERGY
,15731028,CPI2-PAU,2015/2016,PAU
,15731028,CPI2,2015/2016,PAU
,7357595,ING1,2015/2016,CERGY
,7357595,ING1,2015/2016,CERGY
,31171622,ING1,2015/2016,PAU
,31171622,ING2,2015/2016,PAU
,31171622,ING2,2015/2016,PAU
,28478173,ING1,2015/2016,CERGY
,28478173,ING1,2015/2016,CERGY
,52063140,IO-DECISION,2015/2016,CERGY
,52063140,ING2,2015/2016,CERGY
,52063140,ING2,2015/2016,CERGY
,66074772,ING1,2015/2016,CERGY
,66074772,ING1,2015/2016,CERGY
,40509266,ING1,2015/2016,CERGY
,40509266,ING1,2015/2016,CERGY
,78135352,CPI2-CERGY,2015/2016,CERGY
,78135352,CPI2,2015/2016,CERGY
,84522431,CPI1-CERGY,2015/2016,CERGY
,84522431,CPI1,2015/2016,CERGY
,84910897,ING2,2015/2016,PAU
,84910897,ING2,2015/2016,PAU
,76355294,CPI2-CERGY,2015/2016,CERGY
,76355294,CPI2,2015/2016,CERGY
,90419759,INGMAN2,2015/2016,CERGY
,22691735,CPI2-CERGY,2015/2016,CERGY
,22691735,CPI2,2015/2016,CERGY
,24825967,PRG-FLE,2015/2016,CERGY
,24825967,PMI,2015/2016,CERGY
,24825967,ING1,2015/2016,CERGY
,24825967,ING2,2015/2016,CERGY
,24825967,ING2,2015/2016,CERGY
,14683038,ING1,2015/2016,CERGY
,14683038,ING2,2015/2016,CERGY
,14683038,ING2,2015/2016,CERGY
,5822756,CPI2-PAU,2015/2016,PAU
,5822756,CPI2,2015/2016,PAU
,59813256,CPI1-CERGY,2015/2016,CERGY
,59813256,CPI1,2015/2016,CERGY
,67603395,CPI1-CERGY,2015/2016,CERGY
,67603395,CPI1,2015/2016,CERGY
,24618278,CPI2-CERGY,2015/2016,CERGY
,24618278,CPI2,2015/2016,CERGY
,61471356,CPI2-CERGY,2015/2016,CERGY
,61471356,CPI2,2015/2016,CERGY
,91777668,CPI1-CERGY,2015/2016,CERGY
,91777668,CPI1,2015/2016,CERGY
,60093572,ING2,2015/2016,CERGY
,60093572,ING2,2015/2016,CERGY
,63745111,ING3,2015/2016,CERGY
,63745111,ING2,2015/2016,CERGY
,63745111,ING2,2015/2016,CERGY
,15413887,CPI2-CERGY,2015/2016,CERGY
,15413887,CPI2,2015/2016,CERGY
,79456386,CPI1-CERGY,2015/2016,CERGY
,79456386,CPI1,2015/2016,CERGY
,10453060,CPI2-CERGY,2015/2016,CERGY
,10453060,CPI2,2015/2016,CERGY
,43105721,CPI2-PAU,2015/2016,PAU
,43105721,CPI2,2015/2016,PAU
,945159,CPI2-PAU,2015/2016,PAU
,945159,CPI2,2015/2016,PAU
,29120250,ING2,2015/2016,CERGY
,29120250,ING2,2015/2016,CERGY
,74537369,CPI2-CERGY,2015/2016,CERGY
,74537369,CPI2,2015/2016,CERGY
,77891525,CPI1-CERGY,2015/2016,CERGY
,77891525,CPI1,2015/2016,CERGY
,92597018,CPI2-CERGY,2015/2016,CERGY
,92597018,CPI2,2015/2016,CERGY
,10241374,CPI2-PAU,2015/2016,PAU
,10241374,CPI2,2015/2016,PAU
,49466380,ING1,2015/2016,CERGY
,49466380,ING1,2015/2016,CERGY
,89643612,CPI2-PAU,2015/2016,PAU
,89643612,CPI2,2015/2016,PAU
,25442187,CPI2-CERGY,2015/2016,CERGY
,25442187,CPI2,2015/2016,CERGY
,51430606,ING1,2015/2016,CERGY
,51430606,ING1,2015/2016,CERGY
,9784953,CPI1-CERGY,2015/2016,CERGY
,9784953,CPI1,2015/2016,CERGY
,11213614,ING2,2015/2016,CERGY
,11213614,ING2,2015/2016,CERGY
,80443026,CPI1-CERGY,2015/2016,CERGY
,80443026,CPI1,2015/2016,CERGY
,43017331,ING1,2015/2016,PAU
,43017331,ING1,2015/2016,PAU
,97768300,CPI2-PAU,2015/2016,PAU
,97768300,CPI2,2015/2016,PAU
,38791782,CPI2-CERGY,2015/2016,CERGY
,38791782,CPI2,2015/2016,CERGY
,88117542,CPI2-CERGY,2015/2016,PAU
,88117542,CPI2,2015/2016,PAU
,67973655,CPI1-CERGY,2015/2016,CERGY
,67973655,CPI1,2015/2016,CERGY
,84017207,ING1,2015/2016,CERGY
,84017207,ING1,2015/2016,CERGY
,82770329,ING1,2015/2016,PAU
,82770329,ING1,2015/2016,PAU
,96342613,ICC,2015/2016,PAU
,96342613,ING3,2015/2016,PAU
,72021672,CPI2-CERGY,2015/2016,CERGY
,72021672,CPI2,2015/2016,CERGY
,88639260,ING1,2015/2016,PAU
,88639260,ING2,2015/2016,PAU
,88639260,ING2,2015/2016,PAU
,6951392,CPI1-CERGY,2015/2016,CERGY
,6951392,CPI1,2015/2016,CERGY
,72865613,ING1,2015/2016,CERGY
,72865613,ING1,2015/2016,CERGY
,13945900,ISF,2015/2016,CERGY
,13945900,ING3,2015/2016,CERGY
,13945900,IFI,2015/2016,CERGY
,7097017,CPI2-CERGY,2015/2016,CERGY
,7097017,CPI2,2015/2016,CERGY
,81300125,ING3,2015/2016,CERGY
,81300125,ING3,2015/2016,CERGY
,88323962,MRTI,2015/2016,PAU
,88323962,ICC,2015/2016,PAU
,88323962,ING3,2015/2016,PAU
,64193694,ING3,2015/2016,CERGY
,64193694,ING3,2015/2016,CERGY
,56214183,ING3,2015/2016,CERGY
,56214183,ING3,2015/2016,CERGY
,31072773,UCPMF2,2015/2016,CERGY
,31072773,ING3,2015/2016,CERGY
,31072773,IFI,2015/2016,CERGY
,19811206,MA-M1,2015/2016,CERGY
,19811206,ING3,2015/2016,CERGY
,19811206,ING2,2015/2016,CERGY
,7202728,ING1,2015/2016,CERGY
,7202728,ING2,2015/2016,CERGY
,7202728,ING2,2015/2016,CERGY
